Date,AAPL,AMZN,GOOG,JPM,KO,MSFT,NVDA,PFE,TSLA,XOM,^GSPC
2020-01-03,-0.009769815242959664,-0.012213314472679244,-0.004919246734556731,-0.013284221085738169,-0.005470644542757604,-0.012530223925565548,-0.016135446275565016,-0.0053796784426660285,0.02920267893223429,-0.008071947523790703,-0.007084909364954553
2020-01-06,0.00793698954488013,0.014775871094842,0.024358088015323333,-0.000795521843943969,-0.00036553946968765255,0.0025816379821023156,0.004184668381505744,-0.0012851162312769576,0.019071612174755247,0.0076488567842007485,0.003527145194272564
2020-01-07,-0.00471417440726662,0.0020894360230744357,-0.0006241816097561041,-0.017146702247197373,-0.007712208755582604,-0.009159384822925373,0.012034150478039553,-0.003349164032115477,0.03806670586808656,-0.00821771146879079,-0.0028071750845948405
2020-01-08,0.0159584243760265,-0.007839287338238509,0.007849285435373348,0.007770648744628953,0.0018417636474330628,0.01580252565027025,0.0018735695821858924,0.00796805453529261,0.048032568493066904,-0.015195356403739941,0.004890473485641129
2020-01-09,0.02101811370180577,0.0047876954600311996,0.010983988364098056,0.00364466424523798,0.018051075109578006,0.012415878191844603,0.010923132418060038,-0.004361790954729614,-0.022189385476863444,0.007626649377940276,0.006633214116906491
2020-01-10,0.0022582333050031205,-0.009455156242405591,0.006948543584567392,-0.010017482089727945,0.003427540088395796,-0.004638032974843458,0.005334965131472141,0.015310237353448244,-0.006649355680979514,-0.008927623597909877,-0.0028592624875049015
2020-01-13,0.021139382027105774,0.004313262739376531,0.006622609653651117,0.008269582476213136,0.010747101736165528,0.011952678497335856,0.030870874818248385,-0.0020276839638775274,0.09320702322102203,0.009500653494360878,0.006951994045933256
2020-01-14,-0.013595447705735291,-0.01162552704635962,-0.005818506663205577,0.011594456084018238,-0.002318670561448673,-0.007067933323936139,-0.0188286324659571,0.016608180088938496,0.024578286172624794,-0.008633124875673515,-0.0015156808368957204
2020-01-15,-0.0042947572734290205,-0.003977024437111436,0.005797555822108799,-0.015099183333362996,0.012422497604913048,0.0064554341478743164,-0.006939047284231396,0.01486270873282889,-0.03676981311758122,-0.0015906895423429242,0.0018684502436879626
2020-01-16,0.012448885447964577,0.008513567549042408,0.00864788941072504,0.003869264858752658,0.002114004033297506,0.018157599730797707,0.013589393945271583,-0.0014761824740456234,-0.00970946227670784,-0.003915797727163636,0.008331747422232019
2020-01-17,0.011010198270677597,-0.007064556764163625,0.01957042027350548,0.006897686819955062,0.002109949887240292,0.0055811060912089455,0.001405377398793757,-0.002465492075712463,-0.005839913304383257,-0.003784948607480207,0.003854723247485144
2020-01-21,-0.006799954701440326,0.014523546068980422,0.002705090134143489,-0.00988978264720185,0.004031029746600565,-0.0035975987690184965,-0.0053901830669594005,-0.004205270373957728,0.06942373110021945,-0.014397343420820344,-0.002655500369585384
2020-01-22,0.0035632733115314092,-0.0024024329949914906,0.0010437141672254605,-0.0011696416750610313,0.007667069277522915,-0.004816307572004134,0.008714161292988605,-0.003725402928157543,0.04004983514491321,-0.005787533586767579,0.00028903429668107475
2020-01-23,0.004804009067355528,-0.0015270766138824048,0.00047074425762777647,-0.001024758337531779,0.003811403140912715,0.006136914291634409,0.010935134813242417,0.012855326966064373,0.004624413044606698,-0.006270516796466714,0.001140326193358241
2020-01-24,-0.002886118075314907,-0.012247117354348039,-0.013503402052484114,-0.02514133351953623,-0.0025971402422382793,-0.010127959206094992,-0.009456981734487528,-0.022104333853817222,-0.012981499419033645,-0.00676234841236618,-0.009083289426193788
2020-01-27,-0.029846301233524147,-0.018049378179086927,-0.022623722747607274,-0.008447082077403219,-0.003473379514709823,-0.016864485244740244,-0.04190707429528859,0.008502136270175955,-0.01211233185789717,-0.02411239340384327,-0.015855752356844034
2020-01-28,0.027896729689832794,0.013532388730052893,0.012929474165817065,0.0180144343281479,-0.008210602284049464,0.019406180738559865,0.031835843536254765,-0.05160783351825258,0.01578809278786119,-0.0013910297426013099,0.010003383500352516
2020-01-29,0.0207162388881834,0.002559818728975466,0.004170183572169087,-0.001488970770018757,0.0,0.01547272140104522,-0.009847938939540356,-0.014791798426488988,0.024550664730790914,-0.008387692426009232,-0.0008672501435846315
2020-01-30,-0.0014500654113174581,0.00680130777131683,-0.0019145164738149309,0.012291003741854021,0.031935134525464454,0.027816981987334684,0.0010988523597855533,-0.003500532236518861,0.09799952270077929,0.010550846513970272,0.0031294569302110597
2020-01-31,-0.04535179195003653,0.07119570893188107,-0.014955034440488775,-0.026320092528978472,-0.007845593141743677,-0.014868554968402828,-0.03890640928135452,0.004575263954034459,0.015115867923964002,-0.04208321994089631,-0.01786444357136295
2020-02-03,-0.00275024938690344,-0.002252704013802056,0.03541944070621951,0.007601611134205931,0.003077294577111509,0.02408630738546216,0.016360636514580175,0.007224150513403363,0.18144500086765877,-0.022630230385885613,0.007228425761232584
2020-02-04,0.03248060856880333,0.022433811849720944,-0.026506738013372652,0.014293472163702777,0.004428503645757009,0.03238661566949311,0.027901522366227734,0.0047873163028515145,0.1286186970285338,-0.012593428175372838,0.014869315917506062
2020-02-05,0.008121133251558705,-0.004792703414039184,0.0008012699174713862,0.016857727830895283,0.00016995112023871143,-0.001222479053477836,0.014581797968865207,0.012655039842670688,-0.18845037343186985,0.04499544067160688,0.011187778658972936
2020-02-06,0.01162924114922951,0.005065879625856511,0.019149572151512667,0.00014511572873543216,0.002376209631062454,0.020521857459689763,0.013821658120621291,0.002355062894184659,0.019223358515689692,-0.013642711076065359,0.003320155057001924
2020-02-07,-0.013686130126466035,0.014069692433392624,0.0020299643937438036,-0.003202161120051994,0.003384463686034131,0.001414826796162857,-0.010517036763817917,-0.005503540274735087,-0.0011890304222132414,-0.006647981509052021,-0.005415491009458352
2020-02-10,0.0047385087075166666,0.025934357987387625,0.01971342761002018,0.004146769056997705,0.009416612619368303,0.025820472053633536,0.04423915290909996,-0.006327561309641414,0.030554904345579816,-0.010617220997200753,0.007299690120573207
2020-02-11,-0.006051790804739776,0.007883866478429244,7.280418156177031e-05,0.0018858233526572845,-0.0026813140226571333,-0.022834185889685176,0.01853644152401997,0.007377943901328193,0.0040112052857509935,0.0094616559090879,0.0016870486860021178
