,Stocks,weight
0,AAPL,0.09090909090909091
1,MSFT,0.09090909090909091
2,GOOG,0.09090909090909091
3,TSLA,0.09090909090909091
4,JPM,0.09090909090909091
5,PFE,0.09090909090909091
6,KO,0.09090909090909091
7,XOM,0.09090909090909091
8,NVDA,0.09090909090909091
9,AMZN,0.09090909090909091
10,^GSPC,0.09090909090909091
